reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.01,39.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.025,43.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.05,47.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.1,52.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.15,55.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.2,56.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.25,57.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.3,58.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.35,59.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.4,60.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.45,61.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.5,62.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.55,63.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.6,64.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.65,65.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.7,67.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.75,69.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.8,71.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.85,74.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.9,76.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.95,81.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.975,90.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.99,94.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.01,1.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.025,1.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.05,1.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.1,1.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.15,2.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.2,2.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.25,2.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.3,3.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.35,3.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.4,3.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.45,3.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.5,4.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.55,4.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.6,4.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.65,5.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.7,5.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.75,5.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.8,8.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.85,9.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.9,11.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.95,16.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.975,19.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.99,23.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.01,16.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.025,17.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.05,18.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.1,19.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.15,19.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.2,20.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.25,22.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.3,23.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.35,23.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.4,24.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.45,24.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.5,25.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.55,25.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.6,26.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.65,26.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.7,27.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.75,28.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.8,30.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.85,31.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.9,32.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.95,35.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.975,37.0
2026-05-02,wk inc covid hosp,0,2026-05-02,04,quantile,0.99,39.0
2026-05-02,wk inc covid hosp,0,2026-05-02,05,quantile,0.01,8.0
2026-05-02,wk inc covid hosp,0,2026-05-02,05,quantile,0.025,9.0
2026-05-02,wk inc covid hosp,0,2026-05-02,05,quantile,0.05,9.0
