Atlanta,,Boston,,Chicago,,Los Angeles,,Miami,,New York,,Philadelphia,,Salt Lake City,,San Francisco,,Seattle,,All cities,
All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours
-0.008005466312,-0.002347502857,-0.01938638277,-0.02882217057,-0.07321432978,-0.08665100485,-0.2094457,-0.1487156749,-0.125625059,-0.09687396139,-0.04475508258,-0.05443161353,-0.01575401798,-0.08585352451,-0.09177387506,-0.1017518044,-0.07377772033,-0.06580529362,-0.04927521944,0.03190482408,-0.07331560552,-0.08188824356
-0.07727629691,-0.07807067037,-0.05888450146,-0.05594590679,-0.100785926,-0.08839759231,-0.2028731257,-0.210710004,-0.1165690124,-0.1111867055,-0.04387601092,-0.04001411051,-0.08961547166,-0.005977807567,-0.09198240191,-0.08661904186,-0.06047360227,0.02563052811,0.03011717461,-0.04773363099,-0.06475334615,-0.06320927292
-0.008642160334,-0.005447354633,-0.0351678431,-0.05010584369,-0.06112930551,-0.07975579798,-0.1486758292,-0.2088803053,-0.1192217916,-0.09059128165,-0.056384027,-0.05515725538,-0.01305218413,-0.09210152179,-0.09917406738,-0.1012506709,-0.06062570587,-0.07182974368,-0.04946208745,0.01545646414,-0.07146027684,-0.08133041114
-0.06651838869,-0.08611615747,-0.05836361274,-0.04876339808,-0.1047613323,-0.09261208773,-0.202705875,-0.2102282196,-0.09971360862,-0.09354541451,-0.03891753405,-0.06267479062,-0.08642934263,-0.007288010325,-0.09800302237,-0.09821048379,0.02377572656,0.03215071559,0.01518671028,-0.03481930122,-0.0706416592,-0.05995102227
-0.02220204286,-0.07849565148,-0.0396839343,-0.05133865401,-0.07265616208,-0.08861237019,-0.1610082835,-0.2149846554,-0.1047978252,-0.1165083572,-0.05993422121,-0.04760442302,-0.02735150792,-0.09806937724,-0.0972410962,-0.1110067964,-0.05981913954,-0.07910043001,-0.04137029499,0.02256450057,-0.0746871978,-0.08179268241
-0.07993672788,-0.03993169218,-0.06291908771,-0.05458262563,-0.1060022041,-0.1023838744,-0.2028167099,-0.1428502053,-0.112516433,-0.103421472,-0.02936138399,-0.05202218518,-0.09474338591,-0.01839938015,-0.1055588797,-0.1097181514,-0.06902260333,0.01979535259,0.01133624837,-0.02935379185,-0.06739924848,-0.06967577338
-0.01311674248,-0.09002064914,-0.05136815459,-0.06435518712,-0.07707503438,-0.08713549376,-0.2101223767,-0.2170561403,-0.1124276072,-0.1190940142,-0.05427990854,-0.0302797053,-0.03365792707,-0.09940039366,-0.1043325737,-0.1107733846,-0.06505309045,-0.07051121444,-0.02824816294,-0.003013296053,-0.07557380199,-0.08242113888
-0.07595774531,-0.04272244871,-0.05557765812,-0.05177647993,-0.110519059,-0.09694463015,-0.2093615234,-0.2264556438,-0.1235201508,-0.1255047172,-0.03429839388,-0.04727688432,-0.08883206546,-0.02732255496,-0.1092379466,-0.09874629229,0.02389507368,0.03205970302,0.01254332997,-0.01419591252,-0.07897983491,-0.0747276172
-0.04064561427,-0.08803691715,-0.05832548812,-0.06499642879,-0.08693782985,-0.09056093544,-0.2062191814,-0.2160745412,-0.1112730429,-0.1190632954,-0.05984287709,-0.04380119219,-0.04477487132,-0.09547135979,-0.1026995853,-0.109508954,-0.05697685108,-0.07333919406,-0.0284932591,-0.01279438194,-0.0738915801,-0.0788077265
-0.08221868426,-0.04458184168,-0.06228309125,-0.04813849553,-0.1291273236,-0.1217002645,-0.2136431485,-0.2156233639,-0.1260552853,-0.1203981936,-0.02314802632,-0.04464393854,-0.08656457812,-0.02803287469,-0.1010509208,-0.09429880232,-0.05392313749,0.02324559353,-0.01478455774,-0.02762658894,-0.08146190643,-0.07333883643
