Atlanta,,Boston,,Chicago,,Los Angeles,,Miami,,New York,,Philadelphia,,Salt Lake City,,San Francisco,,Seattle,,All cities,
All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours
1.127106547,0.6061064005,1.014428258,0.9988731742,0.4745819271,0.4497590065,1.083859801,1.016617417,0.04098166898,0.01362274215,0.4919213057,0.9011664391,1.273636699,1.315498948,0.01261966024,0.0181430988,0.4540215135,0.3095521331,0.9713690281,0.9542472363,0.5726805329,0.7343618274
0.7019876838,1.101704717,0.8459921479,0.73198843,0.1627863199,0.1435418427,1.075393438,1.194745898,0.07931054384,-0.08816581964,0.8747115731,0.4234107733,0.6176958084,0.5515238643,0.2731534243,0.1403907388,0.2062214464,0.2872161865,0.3758447468,0.2398535013,0.5824335814,0.3894782662
0.8279545903,0.7301443219,1.035083055,1.106637716,0.222542122,0.2891884148,0.9251193404,0.8235654235,0.1147015244,0.1729618311,0.5292010903,0.5174498558,0.8836427331,0.9926031232,-0.1101105958,0.006142824888,0.4170139134,0.2516982257,1.143212676,1.234802246,0.6861755252,0.7938498855
0.6602177024,0.9377247691,1.094974041,0.9152972698,0.1756628156,0.04153585434,1.004220486,1.069582582,0.0146243684,0.01603804529,0.6794068217,0.7084034085,0.7724875808,0.8537223339,0.5786303282,0.3397541046,0.06704638153,0.02636032365,0.2693682909,0.9701382518,0.5873555541,0.4181441367
0.9471130371,0.9731578231,1.050306797,1.172201157,0.2349739969,0.1360529512,0.6914187074,0.5646100044,0.01870081574,0.1182593778,0.5610202551,0.625764668,0.9398180246,1.211001277,0.0447630547,0.07259405404,0.1366824806,-0.08124291897,0.9022427797,0.2437178642,0.7544785142,0.6604815722
0.7520491481,0.6863787174,1.196433902,1.145185113,0.1160288602,0.08702174574,0.958552897,0.9077177048,0.2179286778,0.09035214782,0.6210445762,0.7583556771,0.390871048,0.3999286592,0.5198854804,0.4370736182,0.1325369775,0.3349054158,0.3013072312,0.954120338,0.6260100007,0.403765589
0.9598747492,0.8730438352,0.937744081,1.036938071,0.5089970827,0.1134546399,0.713440001,0.6433350444,-0.04778798297,0.1311489195,0.7545092106,0.8086078763,0.5146211982,0.4880471528,-0.02183922939,-0.05494980887,0.2561330199,0.2300794721,0.8899264932,0.7277143002,0.6416498423,0.650865972
0.7609182,0.8838234544,0.9704859853,0.985352993,0.323859036,0.4717322886,0.8082459569,0.6249771714,0.3788503408,0.3678939342,0.8493973613,0.4112541676,0.5083801746,0.6362019181,0.6468738914,0.6299154162,0.0909499675,0.3170965612,0.6774345636,0.6306208968,0.6666480899,0.5565741658
1.119698644,1.117444873,0.8818805218,0.8444806933,0.6865016222,0.2088653892,0.7156355977,0.8471391201,-0.08781190217,-0.1446416825,0.2992158532,0.7966397405,0.9260988832,0.956820786,-0.008724455722,0.1122437119,0.2482568175,0.290669173,0.7639693618,1.11546433,0.7995035052,0.4472183287
1.159837246,1.24751997,0.8486578465,0.8596040606,0.2763381302,0.4813371897,0.9766361713,1.055663943,0.4781471789,0.4784839451,0.7885149717,0.575260818,0.6917981505,0.7572003007,0.737187326,0.8122431636,0.06944682449,0.1870892048,1.014441609,0.7743265033,0.586604774,0.7896055579
0.9872143269,1.097172499,1.183096766,0.6921580434,0.7336346507,0.2041426748,0.8187379241,0.9713870883,0.1910429299,0.07305270433,0.5668344498,0.4718140066,0.8381364346,0.846619606,0.2432495654,0.278257519,0.5017917752,0.7328955531,0.7878216505,0.7151567936,0.770790875,0.613216579
0.9249731302,0.972125113,0.7526839375,0.8416063786,0.4431212842,0.851795733,0.8452448249,0.9104132056,0.4125078022,0.4777121544,0.6476072669,0.4520599544,0.5973164439,0.6298740506,0.6140140295,0.7030000687,0.3956947625,0.2538163364,0.7219893336,0.7134010792,0.5375893712,0.85473454
0.8409372568,0.8056160808,1.34486711,0.9788971543,0.9748236537,0.3760127723,0.8760579824,0.992968142,0.4263665378,0.3759474456,0.4547480941,0.72619313,0.8314272165,0.7887135148,0.2996237874,0.332428664,0.6890251637,0.6626150012,0.5894023776,0.7603652477,0.7689114213,0.6406577826
1.194582105,1.202825308,0.8375923634,0.7768035531,0.3277544379,0.8831264973,0.8968964815,0.8146132827,-0.004507910926,0.05284403265,0.822907865,0.7329947948,0.9419862032,0.9380269051,0.27938658,0.3309353888,0.3976543248,0.3102222085,0.6765301824,0.9532475471,0.5553732514,0.7038834691
0.8523470759,0.8363508582,0.9599065781,0.882619381,0.864875257,0.4129518569,0.8450927138,0.8453891277,0.320430696,0.2091606408,0.8942667246,0.7081339955,0.7321987152,0.686758101,0.3498511612,0.3427700102,0.6638094187,0.720451355,0.9600552917,0.6665145755,0.6931115985,0.6275541186
0.749545455,0.7916113734,0.8640159965,0.6831229329,0.5199343562,0.9969686866,0.9721692204,0.8767747879,0.08123086393,0.07855035365,0.7566332221,0.7179890275,1.045432329,1.068663001,0.7674004436,0.7420485616,0.224939242,0.1222240329,0.604780972,0.7570755482,0.540186882,0.8134946823
1.067689419,0.9479722381,1.027375817,0.4730479717,0.2968533635,0.2373131514,0.8032847643,0.7033649087,0.1462981105,0.08260073513,0.8433084488,0.6388080716,0.8170375824,0.6979064941,0.1765266359,0.07247617096,0.9470018744,0.8465346694,0.8263015747,0.8780900836,0.7972277403,0.5122284293
0.7482888103,0.5118882656,0.7398251295,0.5615179539,0.4806136787,0.8437126279,0.7771091461,0.6890122294,0.1145266443,0.1211201251,0.6837192178,0.482884258,1.151969433,1.021603703,0.3675372303,0.3197128773,0.7012026906,0.66648525,0.9733746052,0.4777184427,0.5328452587,0.7386373878
0.8836022019,0.8249066472,0.6245292425,0.4502386749,0.1976903379,-0.03294679523,0.9684514999,0.8736724854,0.1031628475,-0.03424245492,0.8008725643,0.8326053619,0.8557118177,0.8255796432,0.2614498436,0.1452899873,0.7353702188,-0.04125615582,0.5871801376,0.976962626,0.7977349162,0.4267962873
0.7170286775,0.553057909,0.5660441518,0.5635547042,0.6122292876,0.3300741911,1.148632646,1.086432099,0.07932712138,-0.05232291296,0.8361651301,0.5194041133,1.084181428,0.9519559741,0.5036588311,0.4298240244,0.3111812472,0.6384986043,1.094641328,0.7312998176,0.8390163779,0.6373802423
1.022429705,0.965449512,0.7633540034,0.5822939277,0.7190698385,0.2987107337,1.037003636,0.8900334239,-0.01795372181,-0.1063914821,0.8442208767,0.7484352589,0.739366591,0.6485279202,0.1224267632,0.06008933485,0.8070115447,0.3025433719,0.7546406984,0.7226830125,0.8483656645,0.5070627332
1.083273649,0.7704016566,0.6924982667,0.4171539843,0.7231670022,0.209089756,1.019470453,0.9900870323,0.1511751711,-0.02137823589,0.8501468301,0.6133166552,0.9325228333,0.640352428,0.4368756413,0.244739458,0.4267335236,0.4916766882,0.8210295439,0.7549328208,0.6969085932,0.537971735
1.078180432,1.057609677,0.8758118153,0.5057181716,0.8543677926,0.1368411183,0.9120888114,0.6211903691,-0.1608247459,-0.2334096879,0.9648185372,0.3769756854,0.7861232758,0.7676352859,0.2345622927,0.1620411575,0.6254428625,0.385492295,0.7882311344,0.6416677237,0.5704301,0.492733866
0.8541624546,0.4859164655,0.477869004,0.4334995449,0.7207943797,0.2707844973,0.9989607334,0.9610593319,0.5798076391,0.2488390207,0.4836547971,0.4986068904,0.9062250853,0.6012705564,0.5361032486,0.2506738603,0.09559413046,0.3160483837,0.9450139403,0.6871747971,0.6567669511,0.4868709445
0.9426394105,0.9064702988,0.8572407961,0.5346896052,0.3065118194,-0.04637821391,0.875616312,0.5444763899,-0.2290359437,-0.3201705515,0.7401899695,0.1675951034,0.5169371367,0.4800949991,0.08976527303,-0.001289794804,0.7536832094,0.01047991682,0.6983600259,0.6300835013,0.6935641766,0.4887292683
