reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.01,28.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.025,29.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.05,31.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.1,44.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.15,49.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.2,52.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.25,53.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.3,56.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.35,58.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.4,61.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.45,63.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.5,64.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.55,65.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.6,69.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.65,71.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.7,74.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.75,78.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.8,82.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.85,88.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.9,95.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.95,103.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.975,132.0
2026-08-15,wk inc covid hosp,0,2026-08-15,01,quantile,0.99,194.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.01,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.025,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.05,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.1,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.15,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.2,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.25,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.3,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.35,0.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.4,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.45,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.5,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.55,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.6,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.65,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.7,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.75,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.8,1.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.85,2.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.9,2.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.95,2.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.975,4.0
2026-08-15,wk inc covid hosp,0,2026-08-15,02,quantile,0.99,6.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.01,10.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.025,14.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.05,29.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.1,32.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.15,37.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.2,39.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.25,39.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.3,41.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.35,43.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.4,44.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.45,46.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.5,47.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.55,47.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.6,49.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.65,50.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.7,53.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.75,54.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.8,57.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.85,59.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.9,63.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.95,71.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.975,75.0
2026-08-15,wk inc covid hosp,0,2026-08-15,04,quantile,0.99,90.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.01,3.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.025,4.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.05,5.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.1,6.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.15,7.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.2,8.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.25,9.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.3,10.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.35,10.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.4,11.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.45,11.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.5,11.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.55,12.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.6,13.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.65,14.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.7,14.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.75,15.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.8,15.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.85,17.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.9,19.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.95,20.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.975,22.0
2026-08-15,wk inc covid hosp,0,2026-08-15,05,quantile,0.99,24.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.01,254.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.025,275.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.05,283.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.1,298.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.15,318.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.2,331.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.25,338.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.3,343.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.35,351.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.4,359.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.45,363.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.5,370.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.55,379.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.6,384.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.65,387.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.7,393.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.75,399.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.8,408.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.85,422.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.9,456.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.95,479.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.975,492.0
2026-08-15,wk inc covid hosp,0,2026-08-15,06,quantile,0.99,530.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.01,3.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.025,5.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.05,6.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.1,8.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.15,8.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.2,9.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.25,9.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.3,10.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.35,11.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.4,11.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.45,12.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.5,13.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.55,14.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.6,14.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.65,15.0
2026-08-15,wk inc covid hosp,0,2026-08-15,08,quantile,0.7,15.0
